Sexo;País;Nivel de formación;Grado de urbanización;periodo;Total
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2023;39,90
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2022;40,20
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2021;42,60
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2020;44,00
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2019;45,70
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2018;48,10
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2017;49,00
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2016;51,10
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2015;53,20
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2014;54,30
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2013;58,70
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2012;61,70
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2011;64,30
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2010;71,30
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2009;73,80
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2008;75,50
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2007;76,00
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2006;75,40
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2005;78,20
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas intermedias;2004;79,10
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2024;45,80
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2023;49,80
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2022;48,80
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2021;51,30
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2020;55,50
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2019;55,80
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2018;57,20
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2017;59,70
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2016;61,50
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2015;63,10
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2014;64,50
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2013;67,00
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2012;69,30
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2011;72,00
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2010;70,10
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2009;74,00
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2008;75,70
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2007;78,00
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2006;77,90
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2005;78,30
Mujeres;Portugal;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2004;80,10
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2024;29,10
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2023;28,60
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2022;27,80
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2021;26,40
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2020;25,60
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2019;25,60
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2018;24,60
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2017;23,70
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2016;22,50
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2015;21,70
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2014;21,50
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2013;20,70
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2012;19,30
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2011;17,70
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2010;16,30
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2009;15,00
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2008;13,70
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2007;13,70
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2006;14,10
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2005;13,60
Mujeres;Portugal;2ª etapa E. Secundaria;TOTAL;2004;12,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2024;27,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2023;28,30
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2022;27,70
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2021;26,90
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2020;26,00
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2019;26,20
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2018;25,70
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2017;24,00
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2016;22,90
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2015;22,00
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2014;22,70
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2013;22,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2012;20,50
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2011;18,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2010;17,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2009;17,40
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2008;16,20
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2007;16,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2006;17,00
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2005;16,50
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas densamente pobladas;2004;14,60
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2024;30,20
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2023;29,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2022;27,50
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2021;25,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2020;25,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2019;25,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2018;24,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2017;24,20
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2016;23,00
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2015;22,40
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2014;21,30
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2013;20,30
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2012;19,30
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2011;17,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2010;14,60
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2009;13,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2008;11,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2007;10,90
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2006;11,40
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2005;10,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas intermedias;2004;10,20
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2024;30,00
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2023;28,60
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2022;28,70
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2021;26,20
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2020;24,40
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2019;24,00
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2018;23,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2017;22,50
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2016;21,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2015;20,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2014;19,60
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2013;18,60
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2012;17,30
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2011;15,70
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2010;15,90
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2009;12,80
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2008;11,40
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2007;11,30
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2006;12,10
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2005;11,40
Mujeres;Portugal;2ª etapa E. Secundaria;Áreas escasamente pobladas;2004;9,80
Mujeres;Portugal;E. Superior;TOTAL;2024;36,40
Mujeres;Portugal;E. Superior;TOTAL;2023;34,30
Mujeres;Portugal;E. Superior;TOTAL;2022;34,30
Mujeres;Portugal;E. Superior;TOTAL;2021;33,80
Mujeres;Portugal;E. Superior;TOTAL;2020;32,30
Mujeres;Portugal;E. Superior;TOTAL;2019;30,60
Mujeres;Portugal;E. Superior;TOTAL;2018;29,80
Mujeres;Portugal;E. Superior;TOTAL;2017;28,50
Mujeres;Portugal;E. Superior;TOTAL;2016;27,90
Mujeres;Portugal;E. Superior;TOTAL;2015;26,90
Mujeres;Portugal;E. Superior;TOTAL;2014;25,90
Mujeres;Portugal;E. Superior;TOTAL;2013;23,00
Mujeres;Portugal;E. Superior;TOTAL;2012;21,40
Mujeres;Portugal;E. Superior;TOTAL;2011;19,90
Mujeres;Portugal;E. Superior;TOTAL;2010;18,50
Mujeres;Portugal;E. Superior;TOTAL;2009;17,20
Mujeres;Portugal;E. Superior;TOTAL;2008;16,90
Mujeres;Portugal;E. Superior;TOTAL;2007;16,10
Mujeres;Portugal;E. Superior;TOTAL;2006;15,50
Mujeres;Portugal;E. Superior;TOTAL;2005;14,90
Mujeres;Portugal;E. Superior;TOTAL;2004;14,60
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2024;44,60
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2023;42,60
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2022;41,80
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2021;41,30
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2020;39,60
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2019;37,10
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2018;36,30
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2017;35,10
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2016;34,90
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2015;34,00
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2014;32,40
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2013;29,10
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2012;27,20
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2011;25,30
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2010;23,80
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2009;22,00
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2008;21,80
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2007;20,80
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2006;19,80
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2005;19,80
Mujeres;Portugal;E. Superior;Áreas densamente pobladas;2004;19,70
Mujeres;Portugal;E. Superior;Áreas intermedias;2024;32,80
Mujeres;Portugal;E. Superior;Áreas intermedias;2023;31,00
Mujeres;Portugal;E. Superior;Áreas intermedias;2022;32,30
Mujeres;Portugal;E. Superior;Áreas intermedias;2021;31,60
Mujeres;Portugal;E. Superior;Áreas intermedias;2020;30,20
Mujeres;Portugal;E. Superior;Áreas intermedias;2019;28,50
Mujeres;Portugal;E. Superior;Áreas intermedias;2018;27,80
Mujeres;Portugal;E. Superior;Áreas intermedias;2017;26,80
Mujeres;Portugal;E. Superior;Áreas intermedias;2016;25,90
Mujeres;Portugal;E. Superior;Áreas intermedias;2015;24,40
Mujeres;Portugal;E. Superior;Áreas intermedias;2014;24,40
Mujeres;Portugal;E. Superior;Áreas intermedias;2013;21,00
Mujeres;Portugal;E. Superior;Áreas intermedias;2012;19,00
Mujeres;Portugal;E. Superior;Áreas intermedias;2011;17,90
Mujeres;Portugal;E. Superior;Áreas intermedias;2010;14,20
Mujeres;Portugal;E. Superior;Áreas intermedias;2009;13,20
Mujeres;Portugal;E. Superior;Áreas intermedias;2008;12,70
Mujeres;Portugal;E. Superior;Áreas intermedias;2007;13,10
Mujeres;Portugal;E. Superior;Áreas intermedias;2006;13,10
Mujeres;Portugal;E. Superior;Áreas intermedias;2005;11,00
Mujeres;Portugal;E. Superior;Áreas intermedias;2004;10,70
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2024;24,20
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2023;21,60
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2022;22,50
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2021;22,50
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2020;20,20
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2019;20,20
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2018;19,70
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2017;17,80
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2016;17,40
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2015;16,80
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2014;15,90
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2013;14,30
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2012;13,40
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2011;12,20
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2010;14,00
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2009;13,20
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2008;12,90
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2007;10,60
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2006;10,00
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2005;10,40
Mujeres;Portugal;E. Superior;Áreas escasamente pobladas;2004;10,00
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2024;6,10
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2023;6,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2022;6,30
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2021;6,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2020;6,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2019;7,30
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2018;7,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2017;7,60
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2016;8,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2015;8,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2014;8,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2013;9,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2012;10,00
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2011;10,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2010;10,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2009;11,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2008;12,30
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2007;12,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2006;13,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2005;13,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;TOTAL;2004;15,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2024;4,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2023;4,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2022;4,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2021;4,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2020;5,10
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2019;5,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2018;5,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2017;5,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2016;5,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2015;6,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2014;6,10
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2013;6,30
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2012;7,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2011;8,00
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2010;8,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2009;8,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2008;9,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2007;9,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2006;9,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2005;9,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2004;9,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2024;6,60
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2023;7,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2022;7,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2021;7,10
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2020;7,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2019;7,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2018;7,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2017;7,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2016;9,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2015;9,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2014;9,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2013;9,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2012;10,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2011;11,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2010;11,10
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2009;12,00
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2008;13,40
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2007;14,30
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2006;14,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2005;15,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas intermedias;2004;16,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2024;6,60
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2023;6,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2022;6,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2021;7,10
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2020;7,60
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2019;8,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2018;8,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2017;9,30
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2016;9,30
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2015;10,00
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2014;10,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2013;11,20
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2012;11,60
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2011;11,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2010;12,80
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2009;13,60
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2008;13,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2007;14,70
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2006;15,50
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2005;14,90
Mujeres;R. Checa;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2004;17,10
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2024;62,80
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2023;62,80
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2022;63,90
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2021;64,10
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2020;66,00
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2019;66,50
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2018;66,50
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2017;66,90
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2016;67,80
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2015;67,80
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2014;68,80
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2013;69,80
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2012;70,50
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2011;71,60
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2010;72,80
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2009;73,60
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2008;73,90
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2007;74,60
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2006;74,50
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2005;74,60
Mujeres;R. Checa;2ª etapa E. Secundaria;TOTAL;2004;74,10
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2024;50,00
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2023;51,00
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2022;52,10
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2021;52,90
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2020;56,10
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2019;57,20
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2018;56,40
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2017;57,70
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2016;59,80
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2015;59,80
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2014;61,50
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2013;63,40
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2012;63,50
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2011;66,30
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2010;67,40
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2009;69,20
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2008;69,60
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2007;71,50
Mujeres;R. Checa;2ª etapa E. Secundaria;Áreas densamente pobladas;2006;71,80
