Sexo;País;Nivel de formación;Grado de urbanización;periodo;Total
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2024;19,60
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2023;20,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2022;20,60
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2021;21,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2020;21,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2019;21,50
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2018;22,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2017;22,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2016;23,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2015;23,90
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2014;24,50
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2013;25,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2012;26,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2011;27,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2010;27,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2009;28,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2008;29,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2007;29,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2006;30,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2005;31,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;TOTAL;2004;32,10
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2024;17,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2023;18,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2022;18,50
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2021;18,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2020;18,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2019;19,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2018;19,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2017;20,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2016;20,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2015;20,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2014;21,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2013;22,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2012;23,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2011;24,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2010;24,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2009;25,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2008;26,60
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2007;27,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2006;28,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2005;30,90
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2004;31,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2024;21,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2023;22,50
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2022;23,10
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2021;23,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2020;22,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2019;23,10
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2018;23,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2017;24,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2016;24,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2015;24,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2014;25,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2013;25,90
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2012;26,90
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2011;29,10
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2010;30,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2009;30,80
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2008;31,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2007;32,50
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2006;33,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2005;35,20
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas intermedias;2004;36,10
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2024;19,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2023;20,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2022;20,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2021;21,30
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2020;22,60
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2019;23,10
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2018;23,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2017;24,50
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2016;26,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2015;27,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2014;28,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2013;28,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2012;29,90
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2011;29,70
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2010;30,40
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2009;31,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2008;31,00
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2007;31,90
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2006;32,90
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2005;35,60
AMBOS SEXOS;Unión Europea (27 países);1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2004;37,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2024;44,30
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2023;44,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2022;45,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2021;45,40
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2020;46,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2019;46,80
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2018;47,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2017;47,30
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2016;47,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2015;47,60
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2014;47,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2013;47,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2012;47,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2011;47,60
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2010;47,60
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2009;47,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2008;48,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2007;48,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2006;47,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2005;47,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;TOTAL;2004;47,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2024;36,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2023;37,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2022;38,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2021;38,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2020;39,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2019;39,40
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2018;40,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2017;40,80
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2016;41,40
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2015;41,80
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2014;42,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2013;42,40
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2012;42,40
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2011;44,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2010;44,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2009;44,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2008;44,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2007;44,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2006;43,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2005;41,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas densamente pobladas;2004;41,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2024;46,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2023;46,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2022;46,90
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2021;47,40
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2020;48,40
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2019;49,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2018;49,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2017;49,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2016;49,80
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2015;49,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2014;49,80
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2013;49,60
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2012;49,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2011;48,60
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2010;48,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2009;48,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2008;48,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2007;48,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2006;47,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2005;46,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas intermedias;2004;45,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2024;53,90
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2023;54,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2022;54,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2021;54,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2020;54,30
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2019;54,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2018;54,80
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2017;54,60
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2016;53,10
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2015;53,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2014;52,60
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2013;52,30
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2012;52,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2011;52,70
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2010;52,80
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2009;52,50
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2008;52,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2007;52,00
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2006;51,20
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2005;47,30
AMBOS SEXOS;Unión Europea (27 países);2ª etapa E. Secundaria;Áreas escasamente pobladas;2004;46,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2024;36,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2023;35,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2022;34,20
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2021;33,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2020;32,80
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2019;31,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2018;30,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2017;29,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2016;29,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2015;28,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2014;27,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2013;27,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2012;26,20
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2011;25,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2010;24,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2009;23,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2008;23,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2007;22,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2006;21,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2005;21,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;TOTAL;2004;20,80
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2024;45,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2023;44,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2022;43,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2021;43,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2020;42,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2019;41,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2018;40,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2017;38,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2016;38,20
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2015;37,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2014;36,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2013;35,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2012;34,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2011;31,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2010;31,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2009;30,20
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2008;29,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2007;28,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2006;28,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2005;27,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas densamente pobladas;2004;27,20
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2024;31,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2023;30,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2022;30,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2021;29,30
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2020;28,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2019;27,80
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2018;27,20
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2017;26,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2016;26,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2015;25,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2014;24,80
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2013;24,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2012;23,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2011;22,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2010;21,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2009;21,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2008;20,30
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2007;19,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2006;19,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2005;18,70
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas intermedias;2004;18,30
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2024;26,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2023;25,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2022;24,80
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2021;24,30
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2020;23,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2019;22,20
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2018;21,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2017;20,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2016;20,50
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2015;20,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2014;19,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2013;19,00
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2012;18,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2011;17,60
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2010;16,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2009;16,40
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2008;16,80
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2007;16,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2006;15,90
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2005;17,10
AMBOS SEXOS;Unión Europea (27 países);E. Superior;Áreas escasamente pobladas;2004;16,80
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2024;16,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2023;16,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2022;16,80
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2021;16,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2020;14,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2019;13,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2018;13,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2017;13,50
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2016;13,50
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2015;13,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2014;13,10
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2013;13,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2012;13,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2011;13,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2010;13,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2009;14,50
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2008;14,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2007;15,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2006;16,80
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2005;16,90
